   3.3738412e+04  -3.6082248e-16
   3.3738064e+04  -3.0531133e-16
   3.3737715e+04  -5.8286709e-16
   3.3737366e+04  -5.5511151e-16
   3.3737017e+04  -3.3306691e-16
   3.3736668e+04  -3.6082248e-16
   3.3736320e+04  -4.9960036e-16
   3.3735971e+04  -5.5511151e-16
   3.3735622e+04  -2.2204460e-16
   3.3735273e+04  -1.3877788e-16
   3.3734924e+04  -4.9960036e-16
   3.3734576e+04  -6.6613381e-16
   3.3734227e+04  -1.6653345e-16
   3.3733878e+04  -4.4408921e-16
   3.3733529e+04   8.3266727e-17
   3.3733180e+04  -3.0531133e-16
   3.3732832e+04  -1.3877788e-16
   3.3732483e+04  -2.7755576e-16
   3.3732134e+04  -3.0531133e-16
   3.3731785e+04  -5.2735594e-16
   3.3731436e+04  -4.7184479e-16
   3.3731088e+04  -4.7184479e-16
   3.3730739e+04  -6.1062266e-16
   3.3730390e+04  -6.6613381e-16
   3.3730041e+04  -1.9428903e-16
   3.3729692e+04  -3.8857806e-16
   3.3729344e+04  -3.6082248e-16
   3.3728995e+04  -8.3266727e-17
   3.3728646e+04  -3.3306691e-16
   3.3728297e+04  -3.3306691e-16
   3.3727948e+04  -8.0491169e-16
   3.3727600e+04  -4.9960036e-16
   3.3727251e+04  -1.9428903e-16
   3.3726902e+04  -6.8001160e-16
   3.3726553e+04  -3.0531133e-16
   3.3726204e+04  -4.5796700e-16
   3.3725856e+04  -1.6653345e-16
   3.3725507e+04  -2.0816682e-16
   3.3725158e+04  -5.8286709e-16
   3.3724809e+04  -5.4123372e-16
   3.3724460e+04  -4.9960036e-16
   3.3724112e+04  -1.9428903e-16
   3.3723763e+04  -4.4408921e-16
   3.3723414e+04  -4.9960036e-16
   3.3723065e+04  -2.7755576e-16
   3.3722716e+04  -3.3306691e-16
   3.3722368e+04  -4.1633363e-16
   3.3722019e+04  -4.1633363e-17
   3.3721670e+04  -6.4531713e-16
   3.3721321e+04  -1.2490009e-16
   3.3720972e+04   1.6653345e-16
   3.3720624e+04  -4.4408921e-16
   3.3720275e+04  -3.6082248e-16
   3.3719926e+04  -6.3837824e-16
   3.3719577e+04  -5.2735594e-16
   3.3719228e+04  -4.4408921e-16
   3.3718879e+04  -2.7755576e-17
   3.3718531e+04  -5.5511151e-16
   3.3718182e+04  -4.9960036e-16
   3.3717833e+04  -4.4408921e-16
   3.3717484e+04  -4.1633363e-16
   3.3717135e+04  -1.6653345e-16
   3.3716787e+04  -5.5511151e-16
   3.3716438e+04  -6.3837824e-16
   3.3716089e+04  -1.3877788e-16
   3.3715740e+04  -1.6653345e-16
   3.3715391e+04  -3.0531133e-16
   3.3715043e+04  -3.0531133e-16
   3.3714694e+04  -4.4408921e-16
   3.3714345e+04  -2.7755576e-17
   3.3713996e+04  -2.7755576e-16
   3.3713647e+04  -7.2164497e-16
   3.3713299e+04  -4.9960036e-16
   3.3712950e+04  -5.5511151e-16
   3.3712601e+04  -4.4408921e-16
